     1	136.206
     2	136.108
     3	135.924
     4	135.644
     5	135.27
     6	134.812
     7	134.291
     8	133.728
     9	133.146
    10	132.563
    11	131.994
    12	131.457
    13	130.97
    14	130.557
    15	130.238
    16	130.033
    17	129.95
    18	129.99
    19	130.138
    20	130.375
    21	130.674
    22	131.007
    23	131.35
    24	131.686
    25	132.002
    26	132.289
    27	132.545
    28	132.769
    29	132.961
    30	133.123
    31	133.253
    32	133.351
    33	133.42
    34	133.468
    35	133.507
    36	133.551
    37	133.612
    38	133.694
    39	133.791
    40	133.883
    41	133.944
    42	133.943
    43	133.855
    44	133.666
    45	133.373
    46	132.986
    47	132.523
    48	132.005
    49	131.454
    50	130.891
    51	130.334
    52	129.801
    53	129.311
    54	128.887
    55	128.549
    56	128.315
    57	128.195
    58	128.192
    59	128.299
    60	128.504
    61	128.793
    62	129.154
    63	129.574
    64	130.041
    65	130.544
    66	131.066
    67	131.594
    68	132.112
    69	132.615
    70	133.097
    71	133.556
    72	133.993
    73	134.406
    74	134.791
    75	135.148
    76	135.475
    77	135.775
    78	136.043
    79	136.271
    80	136.453
    81	136.583
    82	136.672
    83	136.742
    84	136.826
    85	136.957
    86	137.157
    87	137.427
    88	137.743
    89	138.068
    90	138.362
    91	138.594
    92	138.752
    93	138.844
    94	138.896
    95	138.942
    96	139.019
    97	139.152
    98	139.357
    99	139.631
   100	139.962
   101	140.326
   102	140.701
   103	141.069
   104	141.42
   105	141.758
   106	142.093
   107	142.439
   108	142.802
   109	143.176
   110	143.539
   111	143.855
   112	144.087
   113	144.203
   114	144.183
   115	144.029
   116	143.754
   117	143.385
   118	142.951
   119	142.476
   120	141.979
   121	141.474
   122	140.969
   123	140.474
   124	140.001
   125	139.562
   126	139.168
   127	138.825
   128	138.537
   129	138.301
   130	138.115
   131	137.978
   132	137.89
   133	137.855
   134	137.881
   135	137.969
   136	138.117
   137	138.313
   138	138.536
   139	138.762
   140	138.965
   141	139.125
   142	139.232
   143	139.287
   144	139.304
   145	139.299
   146	139.293
   147	139.299
   148	139.319
   149	139.344
   150	139.358
   151	139.342
   152	139.282
   153	139.173
   154	139.02
   155	138.837
   156	138.639
   157	138.439
   158	138.241
   159	138.04
   160	137.823
   161	137.578
   162	137.295
   163	136.979
   164	136.644
   165	136.315
   166	136.018
   167	135.778
   168	135.605
   169	135.499
   170	135.45
   171	135.443
   172	135.466
   173	135.519
   174	135.609
   175	135.752
   176	135.963
   177	136.248
   178	136.597
   179	136.986
   180	137.379
   181	137.742
   182	138.045
   183	138.277
   184	138.441
   185	138.553
   186	138.632
   187	138.695
   188	138.748
   189	138.786
   190	138.799
   191	138.777
   192	138.717
   193	138.624
   194	138.517
   195	138.42
   196	138.36
   197	138.361
   198	138.434
   199	138.574
   200	138.762
   201	138.967
   202	139.152
   203	139.289
   204	139.363
   205	139.373
   206	139.335
   207	139.269
   208	139.19
   209	139.106
   210	139.01
   211	138.89
   212	138.733
   213	138.533
   214	138.295
   215	138.033
   216	137.763
   217	137.504
   218	137.27
   219	137.068
   220	136.9
   221	136.761
   222	136.646
   223	136.546
   224	136.46
   225	136.387
   226	136.332
   227	136.303
   228	136.305
   229	136.34
   230	136.402
   231	136.48
   232	136.561
   233	136.632
   234	136.686
   235	136.722
   236	136.741
   237	136.749
   238	136.746
   239	136.733
   240	136.704
   241	136.653
   242	136.571
   243	136.454
   244	136.308
   245	136.146
   246	135.988
   247	135.858
   248	135.779
   249	135.764
   250	135.818
   251	135.938
   252	136.115
   253	136.34
   254	136.603
   255	136.896
   256	137.211
   257	137.533
   258	137.848
   259	138.137
   260	138.389
   261	138.596
   262	138.754
   263	138.862
   264	138.92
   265	138.924
   266	138.871
   267	138.762
   268	138.599
   269	138.388
   270	138.146
   271	137.896
   272	137.668
   273	137.495
   274	137.408
   275	137.427
   276	137.555
   277	137.777
   278	138.061
   279	138.361
   280	138.632
   281	138.842
   282	138.975
   283	139.043
   284	139.069
   285	139.078
   286	139.087
   287	139.089
   288	139.06
   289	138.96
   290	138.752
   291	138.409
   292	137.927
   293	137.327
   294	136.658
   295	135.976
   296	135.342
   297	134.791
   298	134.329
   299	133.929
   300	133.535
   301	133.085
   302	132.528
   303	131.84
   304	131.033
   305	130.15
   306	129.256
   307	128.419
   308	127.693
   309	127.107
   310	126.657
   311	126.315
   312	126.043
   313	125.807
   314	125.589
   315	125.393
   316	125.246
   317	125.184
   318	125.247
   319	125.456
   320	125.806
   321	126.263
   322	126.769
   323	127.258
   324	127.675
   325	127.985
   326	128.185
   327	128.297
   328	128.364
   329	128.437
   330	128.561
   331	128.77
   332	129.077
   333	129.479
   334	129.961
   335	130.5
   336	131.076
   337	131.671
   338	132.278
   339	132.899
   340	133.541
   341	134.219
   342	134.941
   343	135.707
   344	136.499
   345	137.289
   346	138.037
   347	138.707
   348	139.272
   349	139.725
